cluster_id,obj_or_subj,key_word,argument,dependency,sentence
203,subj,stood,nobody,nsubj,obviously he thought nobody stood a chance of reaching them here in a storm to deliver mail .
203,subj,said,nobody,nsubj,"nobody said a thing while the giant was working , but as he slid the first six fat , juicy , slightly burnt sausages from the poker , dudley fidgeted a little ."
203,subj,seemed,nobody,nsubj,"finally , as nobody seemed about to explain anything , he said , `` i 'm sorry , but i still do n't really know who you are . ''"
205,obj,vanish,harry,dobj,the weirdest thing about all these people was the way they seemed to vanish the second harry tried to get a closer look .
209,subj,broken,she,nsubj,"it turned out she 'd broken her leg tripping over one of her cats , and she did n't seem quite as fond of them as before ."
209,subj,seem,she,nsubj,"it turned out she 'd broken her leg tripping over one of her cats , and she did n't seem quite as fond of them as before ."
209,subj,let,she,nsubj,she let harry watch television and gave him a bit of chocolate cake that tasted as though she 'd had it for several years .
209,subj,had,she,nsubj,she let harry watch television and gave him a bit of chocolate cake that tasted as though she 'd had it for several years .
209,subj,believe,she,nsubj,"aunt petunia burst into tears and said she could n't believe it was her ickle dudleykins , he looked so handsome and grown-up ."
211,subj,bowed,man,nsubj,a tiny man in a violet top hat had bowed to him once while out shopping with aunt petunia and dudley .
213,subj,seemed,strangers,nsubj,yet sometimes he thought ( or maybe hoped ) that strangers in the street seemed to know him .
216,subj,done,snake,nsubj,"as far as harry had seen , the snake had n't done anything except snap playfully at their heels as it passed , but by the time they were all back in uncle vernon 's car , dudley was telling them how it had nearly bitten off his leg , while piers was swearing it had tried to squeeze him to death ."
217,obj,could,gibber,dobj,piers and dudley could only gibber .
217,subj,could,piers,nsubj,piers and dudley could only gibber .
221,obj,punching,harry,dobj,"`` out of the way , you , '' he said , punching harry in the ribs ."
223,obj,visit,rest,dobj,"it was worse than having a cupboard as a bedroom , where the only visitor was aunt petunia hammering on the door to wake you up ; at least he got to visit the rest of the house ."
225,obj,having,cupboard,dobj,"it was worse than having a cupboard as a bedroom , where the only visitor was aunt petunia hammering on the door to wake you up ; at least he got to visit the rest of the house ."
228,subj,budge,snake,nsubj,"uncle vernon tapped on the glass , but the snake did n't budge ."
229,obj,found,snake,dobj,dudley quickly found the largest snake in the place .
232,subj,allowed,one,nsubjpass,"they ate in the zoo restaurant , and when dudley had a tantrum because his knickerbocker glory did n't have enough ice cream on top , uncle vernon bought him another one and harry was allowed to finish the first ."
233,subj,asked,lady,nsubj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
234,obj,bought,dudley,dobj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
234,subj,bought,dursleys,nsubj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
236,subj,crashed,vernon,nsubj,uncle vernon nearly crashed into the car in front .
242,obj,climbing,buildings,dobj,the dursleys had received a very angry letter from harry 's headmistress telling them harry had been climbing school buildings .
244,subj,chasing,gang,nsubj,"dudley 's gang had been chasing him as usual when , as much to harry 's surprise as anyone else 's , there he was sitting on the chimney ."
244,subj,hated,gang,nsubj,"everybody knew that dudley 's gang hated that odd harry potter in his baggy old clothes and broken glasses , and nobody liked to disagree with dudley 's gang ."
250,subj,held,who,nsubj,he was usually the one who held people 's arms behind their backs while dudley hit them .
252,subj,walked,friend,nsubj,"said aunt petunia frantically -- and a moment later , dudley 's best friend , piers polkiss , walked in with his mother ."
254,subj,crowded,zoo,nsubjpass,it was a very sunny saturday and the zoo was crowded with families .
255,obj,find,house,dobj,`` and come back and find the house in ruins ? ''
257,subj,smelled,house,nsubj,the whole house smelled of cabbage and mrs. figg made him look at photographs of all the cats she 'd ever owned .
258,obj,lived,streets,dobj,"every year , harry was left behind with mrs. figg , a mad old lady who lived two streets away ."
258,subj,lived,who,nsubj,"every year , harry was left behind with mrs. figg , a mad old lady who lived two streets away ."
260,obj,adventure,parks,dobj,"every year on dudley 's birthday , his parents took him and a friend out for the day , to adventure parks , hamburger restaurants , or the movies ."
262,obj,remember,parents,dobj,he could n't remember his parents at all .
262,subj,took,parents,nsubj,"every year on dudley 's birthday , his parents took him and a friend out for the day , to adventure parks , hamburger restaurants , or the movies ."
262,subj,died,parents,nsubj,"he 'd lived with the dursleys almost ten years , ten miserable years , as long as he could remember , ever since he 'd been a baby and his parents had died in that car crash ."
262,subj,died,parents,nsubj,he could n't remember being in the car when his parents had died .
263,obj,wants,worth,dobj,"`` little tyke wants his money 's worth , just like his father ."
266,obj,screwed,face,dobj,"in fact , he was n't really crying -- it had been years since he 'd really cried -- but he knew that if he screwed up his face and wailed , his mother would give him anything he wanted ."
266,obj,hear,her,dobj,"aunt petunia suggested timidly , hours later , but uncle vernon did n't seem to hear her ."
266,obj,saw,her,dobj,i was the only one who saw her for what she was -- a freak !
266,subj,give,mother,nsubj,"in fact , he was n't really crying -- it had been years since he 'd really cried -- but he knew that if he screwed up his face and wailed , his mother would give him anything he wanted ."
266,subj,left,she,nsubj,"once , aunt petunia , tired of harry coming back from the barbers looking as though he had n't been at all , had taken a pair of kitchen scissors and cut his hair so short he was almost bald except for his bangs , which she left `` to hide that horrible scar . ''"
266,subj,faint,she,nsubj,for a moment it looked as though she might faint .
266,subj,clutched,she,nsubj,she clutched her throat and made a choking noise .
266,subj,thinking,aunt,nsubj,your aunt and i have been thinking ... you 're really getting a bit big for it ... we think it might be nice if you moved into dudley 's second bedroom .
266,subj,heard,they,nsubj,they heard him banging things with his smelting stick all the way down the hall .
266,subj,held,she,nsubj,she held up a letter so they could read the green ink address :
266,subj,stared,woman,nsubj,the woman stared .
266,subj,asked,she,nsubj,"he was also carrying a long , thin package and did n't answer aunt petunia when she asked what he 'd bought ."
266,subj,went,she,nsubj,"she and uncle vernon went off to the lumpy bed next door , and harry was left to find the softest bit of floor he could and to curl up under the thinnest , most ragged blanket ."
266,subj,crouching,who,nsubj,"dudley squeaked and ran to hide behind his mother , who was crouching , terrified , behind uncle vernon ."
266,subj,got,she,nsubj,"oh , she got a letter just like that and disappeared off to that-that school-and came home every vacation with her pockets full of frog spawn , turning teacups into rats ."
266,subj,stopped,she,nsubj,she stopped to draw a deep breath and then went ranting on .
266,subj,wanting,she,nsubj,it seemed she had been wanting to say all this for years .
272,obj,entered,kitchen,dobj,uncle vernon entered the kitchen as harry was turning over the bacon .
273,subj,lived,boy,nsubj,"the room held no sign at all that another boy lived in the house , too ."
274,subj,held,room,nsubj,"the room held no sign at all that another boy lived in the house , too ."
275,obj,playing,game,dobj,"ten years ago , there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but dudley dursley was no longer a baby , and now the photographs showed a large blond boy riding his first bicycle , on a carousel at the fair , playing a computer game with his father , being hugged and kissed by his mother ."
275,obj,whacked,father,dobj,"he 'd screamed , whacked his father with his smelting stick , been sick on purpose , kicked his mother , and thrown his tortoise through the greenhouse roof , and he still did n't have his room back ."
275,subj,hit,father,nsubj,"dudley was sniffling in the back seat ; his father had hit him round the head for holding them up while he tried to pack his television , vcr , and computer in his sports bag ."
276,obj,showed,boy,dobj,"ten years ago , there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but dudley dursley was no longer a baby , and now the photographs showed a large blond boy riding his first bicycle , on a carousel at the fair , playing a computer game with his father , being hugged and kissed by his mother ."
276,subj,showed,photographs,nsubj,"ten years ago , there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but dudley dursley was no longer a baby , and now the photographs showed a large blond boy riding his first bicycle , on a carousel at the fair , playing a computer game with his father , being hugged and kissed by his mother ."
277,obj,wearing,bonnets,dobj,"ten years ago , there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but dudley dursley was no longer a baby , and now the photographs showed a large blond boy riding his first bicycle , on a carousel at the fair , playing a computer game with his father , being hugged and kissed by his mother ."
279,obj,lit,number,dobj,"the sun rose on the same tidy front gardens and lit up the brass number four on the dursleys ' front door ; it crept into their living room , which was almost exactly the same as it had been on the night when mr. dursley had seen that fateful news report about the owls ."
279,subj,rose,sun,nsubj,"the sun rose on the same tidy front gardens and lit up the brass number four on the dursleys ' front door ; it crept into their living room , which was almost exactly the same as it had been on the night when mr. dursley had seen that fateful news report about the owls ."
285,subj,blinked,mcgonagall,nsubj,"for a full minute the three of them stood and looked at the little bundle ; hagrid 's shoulders shook , professor mcgonagall blinked furiously , and the twinkling light that usually shone from dumbledore 's eyes seemed to have gone out ."
286,subj,stepped,dumbledore,nsubj,"`` yes , yes , it 's all very sad , but get a grip on yourself , hagrid , or we 'll be found , '' professor mcgonagall whispered , patting hagrid gingerly on the arm as dumbledore stepped over the low garden wall and walked to the front door ."
288,obj,let,howl,dobj,"then , suddenly , hagrid let out a howl like a wounded dog ."
297,obj,gave,him,dobj,"he bent his great , shaggy head over harry and gave him what must have been a very scratchy , whiskery kiss ."
297,obj,catch,him,dobj,"dudley 's favorite punching bag was harry , but he could n't often catch him ."
297,subj,holding,he,nsubj,"in his vast , muscular arms he was holding a bundle of blankets ."
297,subj,gone,he,nsubjpass,"he turned on his heel and with a swish of his cloak , he was gone ."
298,subj,fell,motorcycle,nsubj,it grew steadily louder as they looked up and down the street for some sign of a headlight ; it swelled to a roar as they both looked up at the sky -- and a huge motorcycle fell out of the air and landed on the road in front of them .
302,subj,know,child,nsubj,he 'll be famous -- a legend -- i would n't be surprised if today was known as harry potter day in the future -- there will be books written about harry -- every child in our world will know his name ! ''
304,subj,come,potter,nsubj,harry potter come and live here ! ''
308,obj,give,him,dobj,"well -- give him here , hagrid -- we 'd better get this over with . ''"
308,obj,take,him,dobj,she ca n't take him . ''
308,subj,walk,he,nsubj,famous before he can walk and talk !
308,subj,remember,he,nsubj,famous for something he wo n't even remember !
308,subj,growing,he,nsubj,"cara you see how much better off he 'll be , growing up away from all that until he 's ready to take it ? ''"
308,subj,fell,he,nsubj,he fell asleep as we was flyin ' over bristol . ''
308,subj,lived,who,nsubj,"he could n't know that at this very moment , people meeting in secret all over the country were holding up their glasses and saying in hushed voices : `` to harry potter -- the boy who lived ! ''"
309,obj,find,people,dobj,you could n't find two people who are less like us .
310,subj,jumping,mcgonagall,nsubj,"cried professor mcgonagall , jumping to her feet and pointing at number four ."
311,obj,mean,people,dobj,`` you do n't mean -- you ca n't mean the people who live here ? ''
311,subj,live,who,nsubj,`` you do n't mean -- you ca n't mean the people who live here ? ''
313,obj,made,grab,dobj,harry made a grab for the letter but uncle vernon knocked his hand out of the way .
313,obj,annoy,him,dobj,"thirty seconds ... twenty ... ten ... nine -- maybe he 'd wake dudley up , just to annoy him -- three ... two ... one ..."
313,obj,gave,him,dobj,"a braver man than vernon dursley would have quailed under the furious look hagrid now gave him ; when hagrid spoke , his every syllable trembled with rage ."
313,obj,told,him,dobj,never told him what was in the letter dumbledore left fer him ?
313,obj,finished,him,dobj,"'cause somethin ' about you finished him , harry ."
313,obj,stumped,him,dobj,"there was somethin ' goin ' on that night he had n't counted on -- i dunno what it was , no one does -- but somethin ' about you stumped him , all right . ''"
313,obj,turn,him,dobj,"meant ter turn him into a pig , but i suppose he was so much like a pig anyway there was n't much left ter do . ''"
313,subj,came,owner,nsubj,they had just finished when the owner of the hotel came over to their table .
313,subj,made,harry,nsubj,harry made a grab for the letter but uncle vernon knocked his hand out of the way .
313,subj,knocked,vernon,nsubj,harry made a grab for the letter but uncle vernon knocked his hand out of the way .
313,subj,drove,he,nsubj,"he drove them into the middle of a forest , got out , looked around , shook his head , got back in the car , and off they went again ."
313,subj,thought,he,nsubj,obviously he thought nobody stood a chance of reaching them here in a storm to deliver mail .
313,subj,sleep,harry,nsubj,harry could n't sleep .
313,subj,wake,he,nsubj,"thirty seconds ... twenty ... ten ... nine -- maybe he 'd wake dudley up , just to annoy him -- three ... two ... one ..."
313,subj,brought,he,nsubj,"he was holding a rifle in his hands -- now they knew what had been in the long , thin package he had brought with them ."
313,subj,swung,it,nsubj,the door was hit with such force that it swung clean off its hinges and with a deafening crash landed flat on the floor .
313,subj,standing,giant,nsubj,a giant of a man was standing in the doorway .
313,subj,held,he,nsubj,he held out an enormous hand and shook harry 's whole arm .
313,subj,chuckled,giant,nsubj,the giant chuckled darkly .
313,subj,seemed,he,nsubj,in his anger he seemed to fill the whole hut .
313,subj,boomed,he,nsubj,he boomed .
313,subj,commanded,he,nsubj,he commanded .
313,subj,scribbled,he,nsubj,with his tongue between his teeth he scribbled a note that harry could read upside down :
313,subj,came,he,nsubj,then he came back and sat down as though this was as normal as talking on the telephone .
313,subj,sat,he,nsubj,"he sat down , stared into the fire for a few seconds , and then said , `` it begins , i suppose , with -- with a person called -- but it 's incredible yeh do n't know his name , everyone in our world knows -- ''"
313,subj,turned,he,nsubj,"all anyone knows is , he turned up in the village where you was all living , on halloween ten years ago ."
313,subj,came,he,nsubj,he came ter yer house an ' -- an ' -- ''
313,subj,tried,he,nsubj,"an ' then -- an ' this is the real myst'ry of the thing -- he tried to kill you , too ."
313,subj,liked,he,nsubj,"wanted ter make a clean job of it , i suppose , or maybe he just liked killin ' by then ."
313,subj,decided,he,nsubj,"no one ever lived after he decided ter kill 'em , no one except you , an ' he 'd killed some o ' the best witches an ' wizards of the age -- the mckinnons , the bones , the prewetts -- an ' you was only a baby , an ' you lived . ''"
313,subj,killed,he,nsubj,"no one ever lived after he decided ter kill 'em , no one except you , an ' he 'd killed some o ' the best witches an ' wizards of the age -- the mckinnons , the bones , the prewetts -- an ' you was only a baby , an ' you lived . ''"
313,subj,tried,he,nsubj,same night he tried ter kill you .
