cluster_id,obj_or_subj,key_word,argument,dependency,sentence
144,obj,amuse,him,dobj,"for some reason , the sight of the cat seemed to amuse him ."
144,obj,persuade,people,dobj,all this 'you- know-who ' nonsense -- for eleven years i have been trying to persuade people to call him by his proper name : voldemort . ''
144,obj,stopped,him,dobj,about what finally stopped him ? ''
144,obj,stop,him,dobj,it 's just astounding ... of all the things to stop him ... but how in the name of heaven did harry survive ? ''
144,obj,understand,him,dobj,these people will never understand him !
144,subj,appeared,man,nsubj,"a man appeared on the corner the cat had been watching , appeared so suddenly and silently you 'd have thought he 'd just popped out of the ground ."
144,subj,popped,he,nsubj,"a man appeared on the corner the cat had been watching , appeared so suddenly and silently you 'd have thought he 'd just popped out of the ground ."
144,subj,wearing,he,nsubj,"he was wearing long robes , a purple cloak that swept the ground , and high-heeled , buckled boots ."
144,subj,arrived,he,nsubj,albus dumbledore did n't seem to realize that he had just arrived in a street where everything from his name to his boots was unwelcome .
144,subj,seem,he,nsubj,"but he did seem to realize he was being watched , because he looked up suddenly at the cat , which was still staring at him from the other end of the street ."
144,subj,found,he,nsubj,he found what he was looking for in his inside pocket .
144,subj,looking,he,nsubj,he found what he was looking for in his inside pocket .
144,subj,flicked,he,nsubj,"he flicked it open , held it up in the air , and clicked it ."
144,subj,clicked,he,nsubj,he clicked it again -- the next lamp flickered into darkness .
144,subj,going,he,nsubj,"she threw a sharp , sideways glance at dumbledore here , as though hoping he was going to tell her something , but he did n't , so she went on ."
144,subj,said,he,nsubj,i know ... '' he said heavily .
144,subj,tried,he,nsubj,"they 're saying he tried to kill the potter 's son , harry ."
144,subj,kill,he,nsubj,"no one knows why , or how , but they 're saying that when he could n't kill harry potter , voldemort 's power somehow broke -- and that 's why he 's gone ."
144,subj,gone,he,nsubjpass,"no one knows why , or how , but they 're saying that when he could n't kill harry potter , voldemort 's power somehow broke -- and that 's why he 's gone ."
144,subj,tend,he,nsubj,he does tend to -- what was that ? ''
145,subj,thought,you,nsubj,"a man appeared on the corner the cat had been watching , appeared so suddenly and silently you 'd have thought he 'd just popped out of the ground ."
150,obj,flicked,it,dobj,"he flicked it open , held it up in the air , and clicked it ."
151,subj,went,lamp,nsubj,the nearest street lamp went out with a little pop .
152,obj,clicked,it,dobj,he clicked it again -- the next lamp flickered into darkness .
153,obj,clicked,outer,dobj,"twelve times he clicked the put-outer , until the only lights left on the whole street were two tiny pinpricks in the distance , which were the eyes of the cat watching him ."
154,subj,looked,anyone,nsubj,"if anyone looked out of their window now , even beady-eyed mrs. dursley , they would n't be able to see anything that was happening down on the pavement ."
161,obj,told,me,dobj,i have n't blushed so much since madam pomfrey told me she liked my new earmuffs . ''
161,obj,told,her,dobj,"it was plain that whatever `` everyone '' was saying , she was not going to believe it until dumbledore told her it was true ."
161,obj,patted,her,dobj,dumbledore reached out and patted her on the shoulder .
161,obj,told,you,dobj,"i suppose it was he who told you i 'd be here , by the way ? ''"
161,obj,hiding,harry,dobj,she eyed his cloak suddenly as though she thought he might be hiding harry underneath it .
161,obj,took,harry,dobj,dumbledore took harry in his arms and turned toward the dursleys ' house .
161,obj,laid,harry,dobj,"he laid harry gently on the doorstep , took a letter out of his cloak , tucked it inside harry 's blankets , and then came back to the other two ."
161,obj,find,nephew,dobj,"nearly ten years had passed since the dursleys had woken up to find their nephew on the front step , but privet drive had hardly changed at all ."
161,obj,punched,him,dobj,he wore round glasses held together with a lot of scotch tape because of all the times dudley had punched him on the nose .
161,obj,took,him,dobj,"every year on dudley 's birthday , his parents took him and a friend out for the day , to adventure parks , hamburger restaurants , or the movies ."
161,obj,wanted,what,dobj,"`` you could just leave me here , '' harry put in hopefully ( he 'd be able to watch what he wanted on television for a change and maybe even have a go on dudley 's computer ) ."
161,obj,taken,harry,dobj,"his aunt and uncle had n't been able to think of anything else to do with him , but before they 'd left , uncle vernon had taken harry aside ."
161,obj,believe,him,dobj,but uncle vernon did n't believe him .
161,obj,force,him,dobj,"another time , aunt petunia had been trying to force him into a revolting old sweater of dudley 's ( brown with orange puff balls ) -- the harder she tried to pull it over his head , the smaller it seemed to become , until finally it might have fitted a hand puppet , but certainly would n't fit harry ."
161,obj,fit,harry,dobj,"another time , aunt petunia had been trying to force him into a revolting old sweater of dudley 's ( brown with orange puff balls ) -- the harder she tried to pull it over his head , the smaller it seemed to become , until finally it might have fitted a hand puppet , but certainly would n't fit harry ."
161,obj,telling,harry,dobj,the dursleys had received a very angry letter from harry 's headmistress telling them harry had been climbing school buildings .
161,obj,caught,him,dobj,harry supposed that the wind must have caught him in mid- jump .
161,obj,asked,harry,dobj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
161,obj,hurry,him,dobj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
161,obj,hitting,him,dobj,"he was careful to walk a little way apart from the dursleys so that dudley and piers , who were starting to get bored with the animals by lunchtime , would n't fall back on their favorite hobby of hitting him ."
161,obj,uncoiling,itself,dobj,"the great snake was uncoiling itself rapidly , slithering out onto the floor ."
161,obj,squeeze,him,dobj,"as far as harry had seen , the snake had n't done anything except snap playfully at their heels as it passed , but by the time they were all back in uncle vernon 's car , dudley was telling them how it had nearly bitten off his leg , while piers was swearing it had tried to squeeze him to death ."
161,obj,take,him,dobj,"when he had been younger , harry had dreamed and dreamed of some unknown relation coming to take him away , but it had never happened ; the dursleys were his only family ."
161,obj,asking,harry,dobj,"after asking harry furiously if he knew the man , aunt petunia had rushed them out of the shop without buying anything ."
161,obj,trust,himself,dobj,harry did n't trust himself to speak .
161,obj,thought,it,dobj,"harry seriously doubted this , but thought it best not to argue ."
161,obj,snatch,it,dobj,"said harry , trying to snatch it back ."
161,obj,took,harry,dobj,it only took harry one trip upstairs to move everything he owned from the cupboard to this room .
161,obj,want,you,dobj,i want you all back here in five minutes ready to leave .
161,subj,gone,it,nsubj,"he turned to smile at the tabby , but it had gone ."
161,subj,smiling,he,nsubj,instead he was smiling at a rather severe-looking woman who was wearing square glasses exactly the shape of the markings the cat had had around its eyes .
161,subj,celebrating,you,nsubj,when you could have been celebrating ?
161,subj,care,you,nsubj,would you care for a lemon drop ? ''
161,subj,know,you,nsubj,you know what everyone 's saying ?
161,subj,seemed,it,nsubj,"it seemed that professor mcgonagall had reached the point she was most anxious to discuss , the real reason she had been waiting on a cold , hard wall all day , for neither as a cat nor as a woman had she fixed dumbledore with such a piercing stare as she did now ."
161,subj,fixed,she,nsubj,"it seemed that professor mcgonagall had reached the point she was most anxious to discuss , the real reason she had been waiting on a cold , hard wall all day , for neither as a cat nor as a woman had she fixed dumbledore with such a piercing stare as she did now ."
161,subj,went,she,nsubj,professor mcgonagall 's voice trembled as she went on .
161,subj,see,you,nsubj,"cara you see how much better off he 'll be , growing up away from all that until he 's ready to take it ? ''"
161,subj,getting,boy,nsubj,"but how is the boy getting here , dumbledore ? ''"
161,subj,said,professor,nsubj,"`` i 'm not saying his heart is n't in the right place , '' said professor mcgonagall grudgingly , `` but you ca n't pretend he 's not careless ."
161,subj,took,dumbledore,nsubj,dumbledore took harry in his arms and turned toward the dursleys ' house .
161,subj,bent,he,nsubj,"he bent his great , shaggy head over harry and gave him what must have been a very scratchy , whiskery kiss ."
161,subj,blew,mcgonagall,nsubj,professor mcgonagall blew her nose in reply .
161,subj,dare,you,nsubj,"and do n't you dare let it burn , i want everything perfect on duddy 's birthday . ''"
161,subj,groaned,harry,nsubj,harry groaned .
161,subj,got,harry,nsubj,harry got slowly out of bed and started looking for socks .
161,subj,found,he,nsubj,"he found a pair under his bed and , after pulling a spider off one of them , put them on ."
161,subj,used,harry,nsubjpass,"harry was used to spiders , because the cupboard under the stairs was full of them , and that was where he slept ."
161,subj,wore,he,nsubj,he wore round glasses held together with a lot of scotch tape because of all the times dudley had punched him on the nose .
161,subj,liked,harry,nsubj,the only thing harry liked about his own appearance was a very thin scar on his forehead that was shaped like a bolt of lightning .
161,subj,had,he,nsubj,"he had had it as long as he could remember , and the first question he could ever remember asking his aunt petunia was how he had gotten it ."
161,subj,remember,he,nsubj,"he had had it as long as he could remember , and the first question he could ever remember asking his aunt petunia was how he had gotten it ."
161,subj,turning,harry,nsubj,uncle vernon entered the kitchen as harry was turning over the bacon .
161,subj,barked,he,nsubj,"he barked , by way of a morning greeting ."
161,subj,looked,vernon,nsubj,"about once a week , uncle vernon looked over the top of his newspaper and shouted that harry needed a haircut ."
161,subj,needed,harry,nsubj,"about once a week , uncle vernon looked over the top of his newspaper and shouted that harry needed a haircut ."
161,subj,had,harry,nsubj,harry must have had more haircuts than the rest of the boys in his class put
161,subj,frying,harry,nsubj,harry was frying eggs by the time dudley arrived in the kitchen with his mother .
161,subj,looked,dudley,nsubj,aunt petunia often said that dudley looked like a baby angel -- harry often said that dudley looked like a pig in a wig .
161,subj,looked,dudley,nsubj,aunt petunia often said that dudley looked like a baby angel -- harry often said that dudley looked like a pig in a wig .
161,subj,put,harry,nsubj,"harry put the plates of egg and bacon on the table , which was difficult as there was n't much room ."
161,subj,see,who,nsubj,"harry , who could see a huge dudley tantrum coming on , began wolfing down his bacon as fast as possible in case dudley turned the table over ."
161,subj,began,harry,nsubj,"harry , who could see a huge dudley tantrum coming on , began wolfing down his bacon as fast as possible in case dudley turned the table over ."
161,subj,looked,it,nsubj,it looked like hard work .
161,subj,said,he,nsubj,"finally he said slowly , `` so i 'll have thirty ... thirty ... ''"
161,subj,chuckled,vernon,nsubj,uncle vernon chuckled .
161,subj,ruffled,he,nsubj,he ruffled dudley 's hair .
161,subj,watched,vernon,nsubj,"at that moment the telephone rang and aunt petunia went to answer it while harry and uncle vernon watched dudley unwrap the racing bike , a video camera , a remote control airplane , sixteen new computer games , and a vcr ."
161,subj,ripping,he,nsubj,he was ripping the paper off a gold wristwatch when aunt petunia came back from the telephone looking both angry and worried .
161,subj,take,she,nsubj,she ca n't take him . ''
161,subj,left,harry,nsubjpass,"every year , harry was left behind with mrs. figg , a mad old lady who lived two streets away ."
161,subj,hated,harry,nsubj,harry hated it there .
161,subj,planned,he,nsubj,"said aunt petunia , looking furiously at harry as though he 'd planned this ."
161,subj,knew,harry,nsubj,"harry knew he ought to feel sorry that mrs. figg had broken her leg , but it was n't easy when he reminded himself it would be a whole year before he had to look at tibbles , snowy , mr. paws , and tufty again ."
